MSSubClass,MSZoning,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
20,RL,10000,Reg,Inside,NWAmes,1Story,5,1973,2000,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,No,BLQ,1176,Gd,1178,1178,1,1,Gd,5,1,Fa,Attchd,1973.0,Unf,2,439,WD,Normal,157000
20,RL,9920,IR1,Inside,CollgCr,1Story,5,1969,1969,Gable,HdBoard,Plywood,None,TA,TA,CBlock,Gd,Gd,ALQ,971,TA,971,971,1,1,TA,5,1,Po,Attchd,1969.0,Unf,1,300,WD,Normal,128500
120,RL,6563,IR1,CulDSac,StoneBr,1Story,8,1985,1985,Gable,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,Gd,GLQ,1742,TA,1742,1742,2,1,Gd,5,1,TA,Attchd,1985.0,RFn,2,564,WD,Normal,275000
120,RM,4426,Reg,Inside,CollgCr,1Story,6,2004,2004,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,848,Ex,848,848,1,1,Gd,3,0,Na,Attchd,2004.0,RFn,2,420,WD,Normal,143000
20,RL,8120,Reg,Inside,NAmes,1Story,4,1970,1970,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,No,ALQ,864,Ex,864,864,1,1,TA,5,0,Na,Detchd,1994.0,Unf,2,463,WD,Normal,124500
50,RL,8172,Reg,Inside,Edwards,1.5Fin,4,1954,1972,Gable,MetalSd,MetalSd,None,TA,TA,PConc,TA,No,Unf,941,Ex,997,1470,2,1,TA,7,0,Na,Detchd,1958.0,Unf,1,548,WD,Normal,135000
20,RL,13286,IR1,Inside,Edwards,1Story,9,2007,2008,Hip,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,No,GLQ,1698,Ex,1698,1698,2,1,Ex,8,1,Gd,Attchd,2007.0,Fin,3,768,WD,Normal,320000
20,RL,6960,Reg,Inside,NAmes,1Story,4,1970,1970,Gable,HdBoard,Plywood,None,TA,TA,CBlock,TA,No,ALQ,864,TA,864,864,1,1,Gd,5,0,Na,Detchd,1989.0,Unf,2,660,WD,Normal,120500
20,RL,7314,Reg,Inside,CollgCr,1Story,7,2007,2007,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Av,GLQ,1232,Ex,1232,1232,2,1,Gd,6,0,Na,Attchd,2007.0,RFn,2,632,WD,Normal,194500
90,RL,11475,Reg,Corner,NAmes,1Story,5,1958,1958,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,No,Unf,1584,TA,1776,1776,2,2,TA,9,0,Na,Detchd,1968.0,Unf,3,888,COD,Abnorml,110000
30,RM,6240,Reg,Inside,IDOTRR,1.5Fin,4,1925,1950,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,BLQ,780,TA,848,1208,1,1,TA,5,0,Na,Detchd,1962.0,Unf,2,539,WD,Normal,103000
120,RL,5389,IR1,Inside,StoneBr,1Story,8,1995,1996,Gable,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,No,GLQ,1595,Ex,1616,1616,2,1,Gd,5,1,TA,Attchd,1995.0,RFn,2,608,WD,Normal,236500
80,RL,9590,IR1,Corner,Timber,SLvl,7,2003,2003,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Av,GLQ,868,Ex,1146,1146,2,1,Gd,6,1,Gd,Attchd,2003.0,Fin,2,438,WD,Normal,187500
60,RL,11404,IR1,Inside,CollgCr,2Story,7,1998,1999,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,ALQ,1153,Ex,1153,2031,2,1,Gd,8,1,TA,Attchd,1998.0,Fin,2,541,WD,Normal,222500
20,RL,10000,Reg,Corner,Sawyer,1Story,5,1961,1983,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,No,BLQ,864,Ex,1144,1144,1,1,TA,6,1,TA,Attchd,1961.0,RFn,1,264,WD,Normal,131400
20,RL,8978,IR1,Corner,Sawyer,1Story,5,1968,1968,Gable,Plywood,Plywood,None,TA,TA,PConc,TA,No,Unf,948,TA,948,948,1,1,TA,6,0,Na,Attchd,1968.0,Unf,1,300,WD,Family,108000
75,RM,10800,Reg,Inside,OldTown,2.5Unf,7,1914,1970,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,Mn,Rec,880,Fa,880,1768,1,1,TA,6,2,TA,Detchd,1914.0,Unf,2,320,WD,Normal,163000
60,RL,10463,IR1,CulDSac,Gilbert,2Story,8,2005,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,893,Ex,901,1801,2,1,Gd,8,1,Gd,Attchd,2005.0,Fin,3,800,WD,Normal,239900
60,RL,9313,IR1,Inside,CollgCr,2Story,7,2004,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,864,Ex,864,1728,2,1,Gd,7,0,Na,Attchd,2004.0,RFn,2,572,WD,Normal,190000
70,RM,9600,Reg,Inside,OldTown,2Story,5,1910,2002,Gable,Wd Sdng,Wd Shng,None,TA,Gd,BrkTil,Fa,No,Unf,264,Ex,768,1432,2,1,TA,7,0,Na,Detchd,1910.0,Unf,2,360,WD,Abnorml,132000
20,RL,8450,Reg,Inside,SawyerW,1Story,7,2000,2001,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,No,Unf,1349,Ex,1349,1349,2,1,TA,6,0,Na,Attchd,2000.0,Unf,2,539,WD,Normal,179000
80,RL,12886,IR1,Inside,Sawyer,SLvl,5,1963,1999,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,Av,ALQ,520,Ex,1464,1464,2,1,TA,6,1,TA,Attchd,1997.0,RFn,2,480,WD,Normal,175000
120,RL,5395,IR1,Inside,StoneBr,1Story,8,1993,1993,Gable,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,No,GLQ,1337,Gd,1337,1337,2,1,Gd,5,1,TA,Attchd,1993.0,RFn,2,462,WD,Normal,180000
60,RL,8795,IR1,Inside,Gilbert,2Story,7,2000,2000,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,952,Ex,980,2256,2,1,Gd,8,1,TA,BuiltIn,2000.0,Fin,2,554,WD,Normal,236000
20,RL,10593,IR1,Inside,NoRidge,1Story,7,1996,1996,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,1720,Ex,1720,1720,2,1,Gd,7,1,TA,Attchd,1996.0,Fin,2,527,WD,Normal,260400
60,RL,7750,Reg,Inside,Gilbert,2Story,7,2003,2003,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,660,Ex,660,1320,2,1,Gd,6,0,Na,Attchd,2003.0,Fin,2,400,WD,Normal,162000
20,RL,9236,IR1,Inside,CollgCr,1Story,6,1997,1997,Gable,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,Gd,GLQ,1479,Ex,1494,1494,2,1,Gd,6,0,Na,Attchd,1997.0,RFn,2,576,WD,Normal,217000
60,RL,10240,Reg,Inside,NridgHt,2Story,8,2005,2005,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Mn,Unf,1030,Gd,1038,2098,2,1,Ex,8,1,Gd,Attchd,2005.0,RFn,3,878,WD,Normal,275500
160,FV,3230,Reg,Inside,Somerst,2Story,6,1999,1999,Gable,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,No,GLQ,729,Gd,742,1471,2,1,TA,6,0,Na,Detchd,1999.0,Unf,2,440,WD,Normal,172500
60,RL,10769,IR1,Inside,CollgCr,2Story,8,2007,2007,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,GLQ,866,Ex,866,1768,2,1,Gd,7,0,Na,Attchd,2007.0,RFn,2,578,WD,Normal,212000
60,RL,11616,IR1,CulDSac,Sawyer,2Story,6,1978,1978,Hip,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,Mn,Rec,672,TA,672,1386,2,1,TA,6,1,TA,Attchd,1978.0,Fin,2,440,WD,Abnorml,158900
160,FV,2280,Reg,Inside,Somerst,2Story,7,1999,1999,Gable,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,No,ALQ,744,Gd,757,1501,2,1,TA,6,0,Na,Detchd,1999.0,Unf,2,440,WD,Normal,179400
60,RL,12257,IR1,Inside,NoRidge,2Story,8,1995,1995,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,LwQ,1318,Ex,1328,2531,2,1,Gd,9,1,TA,Attchd,1995.0,RFn,3,752,WD,Normal,290000
20,RL,9100,Reg,Inside,NAmes,1Story,6,1959,1959,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,Rec,864,Ex,864,864,1,1,TA,5,0,Na,Detchd,2008.0,Unf,1,300,WD,Normal,127500
30,RM,6911,Reg,FR2,BrkSide,1Story,5,1924,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,Mn,LwQ,1145,TA,1301,1301,1,1,Fa,5,0,Na,Detchd,1965.0,Unf,2,440,WD,Normal,100000
60,FV,8640,Reg,Inside,Somerst,2Story,7,2009,2009,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,Mn,GLQ,756,Ex,764,1547,2,1,Gd,7,0,Na,Attchd,2009.0,Unf,2,614,Con,Normal,215200
60,RL,9430,Reg,Inside,NoRidge,2Story,8,1999,1999,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Mn,GLQ,1252,Ex,1268,2365,2,1,Gd,8,1,Gd,Attchd,1999.0,RFn,3,856,WD,Normal,337000
120,RL,9549,IR1,CulDSac,Veenker,1Story,8,1995,1996,Hip,BrkFace,BrkFace,None,Gd,Gd,PConc,Gd,Av,LwQ,1494,Ex,1494,1494,1,1,Ex,6,1,Gd,Attchd,1995.0,Fin,2,481,WD,Normal,270000
20,RL,14587,IR1,Inside,Somerst,1Story,9,2008,2008,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,Unf,1498,Ex,1506,1506,2,1,Ex,6,1,Gd,Attchd,2008.0,Fin,2,592,New,Partial,264132
60,RL,10421,Reg,Inside,NWAmes,2Story,7,1988,1988,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,No,GLQ,980,TA,980,1714,2,1,TA,7,1,TA,Attchd,1988.0,Unf,2,496,WD,Normal,196500
50,RL,12508,IR1,Inside,Mitchel,1.5Fin,6,1940,1985,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,Mn,ALQ,983,Ex,983,1750,2,1,TA,7,0,Na,Attchd,1989.0,Unf,1,423,WD,Normal,160000
20,RL,9100,Reg,Inside,CollgCr,1Story,7,2004,2005,Hip,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,1860,Ex,1836,1836,2,1,Gd,8,1,Gd,Attchd,2004.0,Fin,2,484,WD,Normal,216837
85,RL,7252,IR1,CulDSac,Sawyer,SFoyer,5,1982,1982,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,Av,GLQ,858,TA,858,858,1,1,TA,5,0,Na,Detchd,1983.0,Unf,2,576,WD,Normal,134900
20,RL,8877,Reg,Inside,Edwards,1Story,4,1951,1951,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,No,LwQ,836,TA,1220,1220,1,1,TA,6,0,Na,Detchd,1951.0,Unf,2,396,COD,Normal,102000
80,RL,7819,Reg,Inside,Edwards,SLvl,6,1976,1976,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,Av,ALQ,1029,TA,1117,1117,1,1,TA,6,1,TA,Detchd,1976.0,Unf,2,672,WD,Abnorml,107000
20,RL,10150,Reg,Inside,NAmes,1Story,5,1958,1958,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,Rec,912,Ex,912,912,1,1,TA,5,0,Na,Attchd,1958.0,RFn,1,275,COD,Normal,114500
20,RL,14226,Reg,Corner,NridgHt,1Story,8,2006,2006,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,Unf,1935,Gd,1973,1973,2,1,Gd,9,1,Gd,Attchd,2006.0,Fin,3,895,New,Partial,395000
120,RM,4500,Reg,FR2,Mitchel,1Story,6,1998,1998,Hip,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,No,GLQ,1204,Ex,1204,1204,2,1,TA,5,0,Na,Attchd,1998.0,Fin,2,412,WD,Normal,162000
20,RL,11210,IR1,Inside,CollgCr,1Story,7,2005,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,1614,Ex,1614,1614,2,1,Gd,7,0,Na,Attchd,2005.0,RFn,3,865,New,Partial,221500
20,RL,13350,IR1,Inside,Sawyer,1Story,5,1974,1974,Hip,HdBoard,Plywood,None,TA,TA,CBlock,TA,No,ALQ,864,TA,894,894,1,1,TA,5,1,Fa,Attchd,1974.0,Unf,2,440,WD,Normal,142500
90,RL,10530,Reg,Inside,Mitchel,SFoyer,6,1977,1977,Gable,Plywood,ImStucc,BrkFace,TA,TA,CBlock,Gd,Gd,GLQ,975,TA,1004,1004,1,1,TA,4,0,Na,Attchd,1977.0,Unf,2,504,WD,Normal,135000
20,RL,7875,Reg,Inside,Gilbert,1Story,7,1995,1996,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,No,Unf,1237,Gd,1253,1253,2,1,TA,6,1,TA,Attchd,1995.0,Fin,2,402,WD,Normal,176000
60,RL,7153,Reg,Inside,SawyerW,2Story,6,1992,1992,Gable,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,No,ALQ,761,Ex,810,1603,2,1,Gd,7,0,Na,Attchd,1992.0,RFn,2,484,WD,Normal,175900
20,RL,16285,IR2,Inside,CollgCr,1Story,7,2001,2002,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,1413,Ex,1430,1430,2,1,Gd,6,0,Na,Attchd,2001.0,RFn,2,605,WD,Normal,187100
85,RL,9101,IR1,Corner,Mitchel,SFoyer,5,1978,1978,Gable,Plywood,Plywood,BrkFace,TA,Gd,PConc,Gd,Av,GLQ,1097,Ex,1110,1110,1,1,Gd,4,1,TA,Attchd,1978.0,Fin,2,602,WD,Normal,165500
20,RL,9790,Reg,Inside,NWAmes,1Story,6,1967,1967,Gable,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,No,Rec,1372,TA,1342,1342,2,1,TA,7,1,Gd,Attchd,1967.0,Unf,2,457,WD,Normal,161500
50,RM,10800,Reg,Inside,OldTown,1.5Fin,5,1915,1950,Gable,MetalSd,MetalSd,None,TA,Gd,PConc,Fa,No,LwQ,686,TA,966,1652,2,1,TA,7,0,Na,Detchd,1961.0,Unf,1,416,WD,Normal,139000
60,RL,10142,IR1,Inside,SawyerW,2Story,7,2004,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,956,Ex,956,2084,2,1,Gd,8,0,Na,BuiltIn,2004.0,RFn,2,618,WD,Normal,233000
20,RM,6000,Reg,Corner,OldTown,1Story,4,1954,2000,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Unf,901,Ex,901,901,1,1,TA,4,0,Na,Detchd,1954.0,Unf,1,281,WD,Normal,107900
120,RL,3182,Reg,Inside,Blmngtn,1Story,7,2005,2006,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,1145,Ex,1145,1145,2,1,Gd,5,1,Gd,Attchd,2005.0,Fin,2,397,WD,Normal,160200
80,RL,11333,IR1,Corner,Mitchel,SLvl,6,1976,1976,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,Av,ALQ,1029,TA,1062,1062,1,1,TA,5,2,TA,Attchd,1976.0,RFn,2,539,WD,Normal,146800
60,RL,9920,IR1,CulDSac,NoRidge,2Story,7,1996,1997,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,Av,GLQ,1117,Ex,1127,2013,2,1,TA,8,1,TA,Attchd,1997.0,Unf,2,455,WD,Normal,269790
20,RL,9158,Reg,Inside,Somerst,1Story,8,2007,2007,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,Av,Unf,1496,Ex,1496,1496,2,1,Gd,7,0,Na,Attchd,2007.0,Fin,2,474,New,Partial,225000
60,RL,10832,IR1,Corner,Gilbert,2Story,7,1994,1996,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,No,Unf,712,Ex,1086,1895,2,1,Gd,7,1,TA,Attchd,1994.0,Fin,2,409,WD,Normal,194500
60,RL,8400,Reg,Inside,SawyerW,2Story,6,1980,1981,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,No,Unf,650,TA,888,1564,2,1,TA,7,1,TA,Attchd,1980.0,Unf,2,476,WD,Normal,171000
20,RL,8197,Reg,Inside,Sawyer,1Story,6,1977,1977,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,No,Unf,660,Ex,1285,1285,1,1,TA,7,1,TA,Attchd,1977.0,RFn,2,528,WD,Normal,143500
20,RL,7677,Reg,Inside,NAmes,1Story,5,1953,1953,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,No,BLQ,773,Gd,773,773,1,1,TA,4,0,Na,Attchd,1953.0,Unf,1,240,WD,Abnorml,110000
50,RL,7200,Reg,Corner,SWISU,1.5Fin,5,1937,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,BrkTil,Gd,No,ALQ,731,Ex,981,1768,1,1,Gd,7,2,TA,Detchd,1939.0,Unf,1,240,WD,Normal,175000
60,RL,12798,IR1,Inside,ClearCr,2Story,6,1997,1997,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,Gd,GLQ,616,Gd,616,1688,2,1,Gd,8,0,Na,Attchd,1997.0,RFn,2,603,WD,Normal,200000
30,RM,4800,Reg,Inside,IDOTRR,1Story,4,1916,1990,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,LwQ,1196,Ex,1196,1196,1,1,TA,5,0,Na,Detchd,1957.0,Unf,2,440,WD,Normal,109900
60,RL,8199,Reg,Inside,CollgCr,2Story,7,2005,2005,Gable,WdShing,Wd Shng,None,Gd,TA,PConc,Gd,Av,GLQ,728,Ex,728,1456,2,1,Gd,7,1,Gd,Attchd,2005.0,Fin,2,410,WD,Normal,189000
20,RL,9000,Reg,Inside,NAmes,1Story,5,1954,1954,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,LwQ,936,TA,1128,1128,1,1,TA,5,0,Na,Attchd,1954.0,Unf,1,286,WD,Family,118000
20,RL,12274,IR1,FR2,Somerst,1Story,7,2008,2008,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,Unf,1417,Ex,1428,1428,2,1,Ex,6,0,Na,Attchd,2008.0,RFn,2,554,New,Partial,227680
80,RL,9750,Reg,Inside,NAmes,SLvl,5,1967,1967,Gable,VinylSd,VinylSd,None,TA,TA,PConc,TA,Av,ALQ,980,Gd,980,980,2,1,TA,6,0,Na,Attchd,1967.0,Fin,1,384,WD,Normal,135500
80,RL,13400,Reg,Inside,NAmes,SLvl,5,1966,1966,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,Av,ALQ,1024,TA,1086,1086,1,1,TA,6,1,Gd,Attchd,1966.0,RFn,2,484,WD,Normal,159950
20,RL,10140,Reg,Inside,NWAmes,1Story,6,1974,1999,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,ALQ,1040,Fa,1309,1309,1,1,Gd,5,1,Fa,Attchd,1974.0,RFn,2,484,WD,Normal,181000
120,RM,4438,Reg,Inside,CollgCr,1Story,6,2004,2004,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,GLQ,848,Ex,848,848,1,1,Gd,4,1,Gd,Attchd,2004.0,Fin,2,420,ConLD,Normal,144500
20,C (all),8712,Reg,Inside,IDOTRR,1Story,5,1952,1952,Hip,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,TA,Av,Unf,540,TA,1044,1044,1,1,Fa,4,0,Na,Basment,1952.0,Unf,2,504,WD,Alloca,55993
20,RL,9750,Reg,Inside,NAmes,1Story,6,1958,1958,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,No,Rec,1442,Gd,1442,1442,1,1,TA,7,0,Na,Attchd,1958.0,RFn,1,301,COD,Normal,157900
50,RL,8248,Reg,Inside,Edwards,1.5Fin,5,1918,1950,Gable,Stucco,Stucco,None,TA,TA,BrkTil,TA,No,Unf,686,Gd,686,1250,1,1,Fa,7,0,Na,Detchd,1955.0,Unf,1,280,WD,Normal,116000
20,RL,12137,IR2,CulDSac,CollgCr,1Story,7,1998,1998,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,No,Unf,1649,Ex,1661,1661,2,1,Gd,6,0,Na,Attchd,1998.0,RFn,2,598,WD,Normal,224900
20,RL,11425,IR1,Corner,NAmes,1Story,5,1954,1954,Gable,BrkFace,BrkFace,None,TA,TA,CBlock,TA,No,BLQ,1008,Gd,1008,1008,1,1,TA,4,1,Gd,Attchd,1954.0,RFn,1,275,WD,Normal,137000
20,RL,13265,IR1,CulDSac,Mitchel,1Story,8,2002,2002,Hip,CemntBd,CmentBd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,1568,Ex,1689,1689,2,1,Gd,7,2,Gd,Attchd,2002.0,RFn,3,857,WD,Normal,271000
80,RL,8816,Reg,Inside,ClearCr,SLvl,6,1971,1971,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Av,GLQ,1010,Gd,1052,1052,1,1,TA,6,0,Na,Attchd,1971.0,Unf,2,440,WD,Normal,155000
120,RL,6371,IR1,Inside,NridgHt,1Story,7,2009,2010,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Mn,GLQ,1358,Ex,1358,1358,2,1,Gd,6,1,Gd,Attchd,2010.0,RFn,2,484,New,Partial,224000
60,RL,7226,IR1,CulDSac,CollgCr,2Story,7,2003,2003,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,798,Ex,798,1640,2,1,Gd,6,0,Na,Attchd,2003.0,RFn,2,595,WD,Normal,183000
20,RM,6000,Reg,Inside,OldTown,1Story,4,1953,1953,Gable,MetalSd,MetalSd,None,Fa,TA,CBlock,Fa,No,Unf,936,TA,936,936,1,1,TA,4,0,Na,Detchd,1974.0,Unf,2,576,WD,Normal,93000
60,RL,12394,IR1,Corner,Gilbert,2Story,7,2003,2003,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,Unf,847,Ex,847,1733,2,1,Gd,7,1,Gd,BuiltIn,2003.0,Fin,2,433,WD,Family,225000
50,RL,9900,Reg,Inside,SWISU,1.5Fin,6,1940,1950,Gable,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,No,Unf,778,TA,944,1489,2,1,TA,7,1,Gd,Detchd,1940.0,Unf,1,240,WD,Normal,139500
20,FV,11216,Reg,Inside,Somerst,1Story,8,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,1489,Ex,1489,1489,2,1,Gd,7,1,Gd,Attchd,2006.0,RFn,2,776,New,Partial,232600
20,RL,8529,IR1,Inside,SawyerW,1Story,7,2001,2001,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,GLQ,1454,Ex,1434,1434,2,1,Gd,6,1,TA,Attchd,2001.0,RFn,2,527,WD,Normal,189000
160,FV,2544,Reg,Inside,Somerst,2Story,7,2005,2005,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,No,Unf,600,Ex,520,1223,2,1,Gd,4,0,Na,Detchd,2005.0,RFn,2,480,WD,Normal,147400
20,RL,11900,IR1,Corner,NAmes,1Story,6,1957,1957,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,Rec,1392,TA,1392,1392,1,1,TA,6,2,Gd,Attchd,1957.0,RFn,2,458,WD,Normal,166000
160,FV,3180,Reg,Inside,Somerst,2Story,7,2005,2005,Gable,MetalSd,MetalSd,None,TA,TA,PConc,Gd,No,Unf,600,Ex,520,1200,2,1,Gd,4,0,Na,Detchd,2005.0,RFn,2,480,WD,Normal,151000
60,RL,9548,IR1,CulDSac,CollgCr,2Story,7,2003,2003,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,941,Ex,941,1829,2,1,Gd,7,1,TA,Attchd,2003.0,RFn,2,613,WD,Normal,237000
20,RL,10004,Reg,Inside,NAmes,1Story,6,1964,1964,Gable,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,No,Rec,1516,TA,1516,1516,1,1,TA,6,0,Na,Attchd,1964.0,RFn,2,472,WD,Normal,167000
20,RL,7875,Reg,Inside,NAmes,1Story,5,1961,1961,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,No,Rec,1144,Gd,1144,1144,1,1,TA,6,0,Na,Attchd,1961.0,Unf,2,456,WD,Normal,139950
20,RL,9600,Reg,Inside,Sawyer,1Story,4,1950,1995,Gable,VinylSd,HdBoard,None,TA,TA,CBlock,Gd,No,BLQ,1067,TA,1067,1067,2,1,Gd,4,0,Na,Attchd,1996.0,Unf,2,436,WD,Normal,128000
30,RM,8100,Reg,Inside,OldTown,1Story,5,1948,1973,Gable,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,No,Rec,1559,Gd,1559,1559,1,1,TA,5,0,Na,Detchd,1948.0,Unf,2,812,COD,Normal,153500
160,RM,1680,Reg,Inside,BrDale,2Story,6,1973,1973,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,BLQ,483,TA,483,987,1,1,TA,5,0,Na,Detchd,1973.0,Unf,1,264,WD,Normal,100000
20,RL,9525,Reg,Inside,CollgCr,1Story,5,1995,2006,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,Unf,1099,Ex,1099,1099,1,1,Gd,6,0,Na,Attchd,1999.0,Unf,1,352,WD,Normal,144000
50,RL,11767,Reg,Inside,Edwards,1.5Fin,5,1946,1995,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,BLQ,768,Ex,768,1200,1,1,TA,6,0,Na,Detchd,1946.0,Unf,1,240,WD,Normal,130500
80,RL,9020,Reg,Inside,NAmes,SLvl,6,1966,1966,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Gd,Rec,1127,TA,1165,1165,1,1,TA,6,0,Na,Attchd,1966.0,RFn,2,490,WD,Normal,174900
85,RL,16647,IR1,CulDSac,Sawyer,SFoyer,5,1975,1981,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,Gd,ALQ,1390,TA,1701,1701,2,1,TA,6,2,TA,Basment,1975.0,Fin,2,611,WD,Normal,171000
60,RL,9317,Reg,Inside,SawyerW,2Story,7,1993,1993,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,No,ALQ,740,Ex,1006,1775,2,1,Gd,7,1,TA,Attchd,1993.0,Unf,2,425,WD,Normal,213000
